FacilityName,Type,HealthFacilityCode,Classification,StreetNameAndNo,ZipCode,BarangayName,LandlineNumber,lon,lat,level,PRCP,BedSpace,OpRoom,RecRoom,MatWard,IsoRoom,dental,blood,pathology,radiology,pharmacy,CMDCDH_2,Spec1,ICU,NICU,HRPU,RTS,TerClin,MobX,Teach_3,PRU,ASC,Dialysis,BBank,Hispa,radiology3,HIVTreat,HIVTest,City
Ugong Health Center,Rural Health Unit,4235,Government,4037 Que Grande Street,0,Ugong,+63 029837053,121.0144633,14.6965791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Ugong Health Center,Rural Health Unit,4235,Government,4037 Que Grande Street,0,Ugong,+63 029837053,121.0144633,14.6965791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
San Antonio Health Center,Rural Health Unit,7279,Government,1 Juan De Jesus Street,0,San Antonio,0,121.0628734,14.6087899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
San Antonio Health Center,Rural Health Unit,7279,Government,1 Juan De Jesus Street,0,San Antonio,0,121.0628734,14.6087899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
San Antonio Health Center,Rural Health Unit,7279,Government,1 Juan De Jesus Street,0,San Antonio,0,121.0628734,14.6087899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paranaque
San Antonio Health Center,Rural Health Unit,7279,Government,1 Juan De Jesus Street,0,San Antonio,0,121.0628734,14.6087899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
San Antonio Health Center,Rural Health Unit,7287,Government,"7 General Malvar Street, San Antonio Village",0,San Antonio,+63 026336133,121.0614584,14.5827072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
San Antonio Health Center,Rural Health Unit,7287,Government,"7 General Malvar Street, San Antonio Village",0,San Antonio,+63 026336133,121.0614584,14.5827072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
San Antonio Health Center,Rural Health Unit,7287,Government,"7 General Malvar Street, San Antonio Village",0,San Antonio,+63 026336133,121.0614584,14.5827072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paranaque
San Antonio Health Center,Rural Health Unit,7287,Government,"7 General Malvar Street, San Antonio Village",0,San Antonio,+63 026336133,121.0614584,14.5827072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
San Antonio Health Center,Rural Health Unit,1452,Government,8456 Mayapis Street,0,San Antonio,+63 028972626,121.0038403,14.566075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
San Antonio Health Center,Rural Health Unit,1452,Government,8456 Mayapis Street,0,San Antonio,+63 028972626,121.0038403,14.566075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
San Antonio Health Center,Rural Health Unit,1452,Government,8456 Mayapis Street,0,San Antonio,+63 028972626,121.0038403,14.566075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paranaque
San Antonio Health Center,Rural Health Unit,1452,Government,8456 Mayapis Street,0,San Antonio,+63 028972626,121.0038403,14.566075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Project 7 Health Center,Rural Health Unit,7280,Government,39 Bansalangin Street,0,Veterans Village,0,121.0234757,14.6549042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Bagong Lipunan Health Center,Rural Health Unit,7281,Government,Los Matirez Street,1485,San Jose (Pob.),0,120.9431713,14.6615313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Bagong Lipunan Health Center,Rural Health Unit,7281,Government,Los Matirez Street,1485,San Jose (Pob.),0,120.9431713,14.6615313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Bagong Lipunan Health Center,Rural Health Unit,2437,Government,Certeza Street Beata,0,Barangay 837,+63 025880686,121.0081102,14.5911222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Bagong Lipunan Health Center,Rural Health Unit,2437,Government,Certeza Street Beata,0,Barangay 837,+63 025880686,121.0081102,14.5911222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Catmon Health Center,Rural Health Unit,7282,Government,Sanciangco Street,0,Catmon,0,120.9603858,14.6702086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
General Roxas Health Center,Rural Health Unit,7283,Government,General Madre De Silva Street Corner Jasmine Street,0,Roxas,+63 023742615,121.0213254,14.6274013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Guadalupe Viejo Health Center,Rural Health Unit,7284,Government,Camia Street Corner Gumamela Street,0,Guadalupe Viejo,+63 028972995,121.0406769,14.564421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Acacia Health Center,Rural Health Unit,7285,Government,Maria Clara Street Corner Kapitan Tiago,1474,Acacia,0,120.9693926,14.6673416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Tonsuya Health Center,Rural Health Unit,7288,Government,A. Roque Street,1473,Tonsuya,+63 023518038,120.9590814,14.662976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
San Agustin Health Center,Rural Health Unit,7290,Government,Luna I Street,0,San Agustin,0,120.9513254,14.6617822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Rivera Health Center,Barangay Health Station,7291,Government,Rivera Corner Katubusan Street,1500,Rivera,+63 027443891,121.0216838,14.6056797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
San Perfecto Health Center,Barangay Health Station,7292,Government,San Perfecto Street,1500,San Perfecto,+63 027237027,121.0222218,14.6032365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Ermitaño Health Center,Barangay Health Station,7293,Government,185 F. Santos Street,1500,Ermita??O,+63 027442015,121.0299265,14.6119076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
Bagong Katipunan Health Center,Rural Health Unit,7294,Government,14 A. Bonifacio Street,0,Bagong Katipunan,0,121.0994854,14.5456259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Concepcion Health Center,Rural Health Unit,7296,Government,Liwayway Street,0,Marulas,+63 024450672,120.9712725,14.666708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Concepcion Health Center,Rural Health Unit,7296,Government,Liwayway Street,0,Marulas,+63 024450672,120.9712725,14.666708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Concepcion Health Center,Rural Health Unit,839,Government,E. De Jesus Street,0,Concepcion,0,120.9466542,14.6686442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Concepcion Health Center,Rural Health Unit,839,Government,E. De Jesus Street,0,Concepcion,0,120.9466542,14.6686442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
San Joaquin Health Center,Rural Health Unit,7297,Government,4D Elisco Road,0,San Joaquin,+63 026439657,121.0754327,14.5513046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Dampalit Health Center,Rural Health Unit,7298,Government,"1 Diaz Street, Merville Subdivision",1480,Dampalit,+63 022814999,120.9331295,14.6927951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Oranbo Health Center,Rural Health Unit,7299,Government,Oranbo Drive Street,0,Oranbo,+63 026359027,121.0643245,14.5758223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Cubao Health Center,Rural Health Unit,7301,Government,22 Banahaw Street,0,Kaunlaran,0,121.0464101,14.6178933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Culiat Health Center (Wenceslao Dela Paz),Rural Health Unit,7302,Government,"Santa Felicia Street, San Antonio Homes",0,Culiat,+63 029314965,121.0535762,14.669878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Baesa Health Center,Rural Health Unit,7303,Government,Mendez Road,0,Baesa,0,121.0129667,14.6687859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Baesa Health Center,Rural Health Unit,7303,Government,Mendez Road,0,Baesa,0,121.0129667,14.6687859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Baesa Health Center,Rural Health Unit,8275,Government,356 Rose Street,0,Barangay 159,0,121.0162287,14.6927715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Baesa Health Center,Rural Health Unit,8275,Government,356 Rose Street,0,Barangay 159,0,121.0162287,14.6927715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Toro Hills Health Center,Rural Health Unit,7304,Government,"Road 11, Project 8",0,Bahay Toro,+63 023522486,121.0212459,14.6641189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Tinajeros Health Center,Rural Health Unit,7308,Government,Crispin Street,0,Tinajeros,0,120.9696822,14.6709011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Tanza Health Center,Rural Health Unit,7309,Government,93 Silahis Street,1490,Tanza,0,120.9159131,14.7005081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Tugatog Health Center,Rural Health Unit,7310,Government,Economia Street Corner Industria Street,0,Tugatog,+63 022850732,120.9698675,14.6652832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Tugatog Health Center,Rural Health Unit,7310,Government,Economia Street Corner Industria Street,0,Tugatog,+63 022850732,120.9698675,14.6652832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Tugatog Health Center,Rural Health Unit,3267,Government,22 A Street Peter Street,0,Viente Reales,0,120.9689892,14.7147165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malabon
Tugatog Health Center,Rural Health Unit,3267,Government,22 A Street Peter Street,0,Viente Reales,0,120.9689892,14.7147165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
San Roque Health Center,Rural Health Unit,7311,Government,Governor Pascual Street,1485,San Roque,0,120.9385643,14.6701052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
San Roque Health Center,Rural Health Unit,7311,Government,Governor Pascual Street,1485,San Roque,0,120.9385643,14.6701052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasay
San Roque Health Center,Rural Health Unit,7311,Government,Governor Pascual Street,1485,San Roque,0,120.9385643,14.6701052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
San Roque Health Center,Rural Health Unit,4050,Government,M. Roxas Street,0,San Roque,0,121.0969192,14.6219683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
San Roque Health Center,Rural Health Unit,4050,Government,M. Roxas Street,0,San Roque,0,121.0969192,14.6219683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasay
San Roque Health Center,Rural Health Unit,4050,Government,M. Roxas Street,0,San Roque,0,121.0969192,14.6219683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Bagumbayan North Health Center,Rural Health Unit,7329,Government,C4 Road,1485,Bagumbayan North,0,120.9507021,14.6523331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Maligaya Health Center,Rural Health Unit,7330,Government,"Pechayan Street, Maligaya Park Subdivision",0,Pasong Putik Proper (Pasong Putik),0,121.0496349,14.7212565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Malinao Health Center,Rural Health Unit,7333,Government,Tatco Street,0,Malinao,+63 026416672,121.0786541,14.5595012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Batis Health Center,Rural Health Unit,7339,Government,428 F. Manalo Street,1500,Batis,+63 027000830,121.024973,14.598366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
National Government Center,Rural Health Unit,7341,Government,Mrb Pilot Area,0,Commonwealth,0,121.0822362,14.6966972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
National Center For Mental Health,Hospital,7359,Government,"9 De Pebrero Street,",0,Mauway,+63 025319001,121.037943,14.587759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Amado T. Reyes Health Center,Rural Health Unit,7460,Government,A. Luna Street,0,Burol,0,121.0219848,14.5879758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Parang Health Center,Rural Health Unit,7461,Government,Lakandula Street Cor. M.L. Quezon Street,0,Parang,+63 029430463,121.1137618,14.6602111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Divine Mercy The Home That Cares Inc,Hospital,7506,Private,515 Katarungan Street,0,Plainview,+63 025326995,121.035212,14.57509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Novaliches District Hospital,Hospital,7515,Government,Quirino Highway,0,San Bartolome,+63 024185900,121.0369848,14.7035983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Quirino Memorial Medical Center,Hospital,7520,Government,"J. P. Rizal Corner P. Tuazon Street, Project 4, Katipunan",0,Marilag,+63 029134758,121.0716247,14.6232087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Quezon
Bagumbong Health Center,Rural Health Unit,7530,Government,Bagumbong Road,0,Barangay 171,0,121.0113692,14.7512126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Cuyegkeng Health Center,Rural Health Unit,7531,Government,Cuyegkeng Street Corner Layug Street,1300,Barangay 3,+63 025265283,120.9892453,14.5569121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasay
Gen. T. De Leon Health Center I,Rural Health Unit,7532,Government,Rafael Alba Street,0,Hen. T. De Leon,+63 022779614,120.9953888,14.6861647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Maysan Health Center,Rural Health Unit,7535,Government,Tongco Street,0,Maysan,+63 024453820,120.9780133,14.6991044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Comembo Health Center,Rural Health Unit,7662,Government,Anahaw Street,0,Comembo,0,121.0657308,14.5490283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Pinagbuhatan Health Center,Rural Health Unit,7667,Government,Urbano Velasco Avenue,0,Pinagbuhatan,0,121.0941279,14.5567117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Full House Custodial Care Center,Hospital,7979,Private,150 K-6Th Street,0,East Kamias,0,121.0562389,14.633211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
San Lorenzo General Hospital,Hospital,7980,Private,Quirino Highway,0,Pasong Putik Proper (Pasong Putik),+63 029397054,121.0496349,14.7212565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
"Dhc Homecare Clinic, Inc.",Hospital,7983,Private,404 Calbayog,0,Highway Hills,0,121.0471006,14.5834705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
"Divine Mercy The Home That Cares, Inc-Boni",Hospital,7984,Private,453 Boni Avenue,0,New Za??Iga,0,121.028102,14.5834228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
The Master'S Touch Psychiatric Custodial Care Facility,Hospital,7985,Private,438 Calbayog Street,0,Highway Hills,0,121.0471006,14.5834705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Holylife Hospital,Hospital,7986,Private,"Lot 2 Block 4 Pres. Quezon Ave., Life Homes Subdv.",0,Rosario,+63 027483501,121.0890977,14.5884642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
"Estrellas Nex Care, Co.",Hospital,7994,Private,175 Kamias Road Quirino,0,0,0,121.0437003,14.6760413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Aurora Quezon Health Center,Rural Health Unit,8218,Government,459 Francisco Street,0,Barangay 84,+63 022545064,120.9675617,14.6172956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Ayala-Alabang Health Center,Barangay Health Station,8257,Government,Alabang Town Center,0,Alabang,0,121.0476194,14.4170343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Bagbaguin Health Center,Rural Health Unit,8279,Government,1 General Luis Street,0,Bagbaguin,+63 029859926,121.0046301,14.7098688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Bagbaguin Health Center,Rural Health Unit,8279,Government,1 General Luis Street,0,Bagbaguin,+63 029859926,121.0046301,14.7098688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Bagong Barrio Lying-In Clinic,Rural Health Unit,8307,Government,"Pioneer Street, Barangay Hall",0,Barangay 148,0,120.9956979,14.6656254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Bagong Silang Health Center,Rural Health Unit,8369,Government,J. Luna Street,0,Bagong Silang,+63 025316019,121.0219848,14.5879758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Bagong Silang Health Center,Rural Health Unit,8369,Government,J. Luna Street,0,Bagong Silang,+63 025316019,121.0219848,14.5879758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Bagong Silang Health Center,Rural Health Unit,3486,Government,Sitio Bagong Silang,0,Sucat,0,121.0492766,14.4546106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Bagong Silang Health Center,Rural Health Unit,3486,Government,Sitio Bagong Silang,0,Sucat,0,121.0492766,14.4546106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Bagong Silang Phase 7 Health Center,Rural Health Unit,8406,Government,Bagong Silang Phase 7,0,Barangay 176,0,121.0382467,14.7841046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Bagong Silang Phase 8 Health Center,Rural Health Unit,8417,Government,Bagong Silang Phase 8,0,Barangay 176,0,121.0382467,14.7841046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Balubaran Barangay Health Station,Barangay Health Station,8498,Government,"Salud Street, Eden Court",0,Malinta,+63 023813713,120.9631176,14.6907866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Bambang Barangay Health Station,Barangay Health Station,8503,Government,"J. Pozon Street, Bambang",0,0,0,120.9842195,14.5995124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Bambang Health Center,Rural Health Unit,8507,Government,23 Mastrili Street,0,Bambang,0,121.07094,14.526851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Bambang Health Center,Rural Health Unit,8507,Government,23 Mastrili Street,0,Bambang,0,121.07094,14.526851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Bambang Health Center,Rural Health Unit,3189,Government,Villa Alfonso Street,0,Bambang,0,121.080087,14.5554137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Bambang Health Center,Rural Health Unit,3189,Government,Villa Alfonso Street,0,Bambang,0,121.080087,14.5554137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Bangkal Health Center,Rural Health Unit,8510,Government,P. Binay Street,0,Bangkal,+63 028018750,121.0094465,14.5445748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Barangay 118/120 Health Center,Rural Health Unit,8558,Government,"2Nd Street, 2Nd Avenue, Grace Park",0,Barangay 120,0,120.9844057,14.6409125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Barangay 14 Health Center,Rural Health Unit,8562,Government,"Pampano Street, Dagat-Dagatan",0,Barangay 14,0,120.9646211,14.6485017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Barangay 178-A Health Center,Rural Health Unit,8568,Government,Camarin Road,0,Barangay 178,0,121.0564326,14.7570376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Barangay 178-B Health Center,Rural Health Unit,8573,Government,"San Isidro, Camarin D.",0,Barangay 178,0,121.063608,14.7499315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Barangay 18 Health Center,Rural Health Unit,8575,Government,Libis Nadurata Street,0,Barangay 18,0,120.9786009,14.6475467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Bitik Barangay Health Station,Barangay Health Station,8753,Government,"Sitio Bitik, Gen. T. De Leon",0,Hen. T. De Leon,0,120.9930174,14.6879409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Block 37 (Welfareville) Health Center,Rural Health Unit,8760,Government,Panatag Road,0,Addition Hills,+63 026249293,121.0340639,14.5822493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Block 38 (Welfareville) Health Center,Rural Health Unit,8782,Government,"Block 38, Fabella Street",0,Addition Hills,0,121.0292226,14.5919607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Cabatuhan Health Center,Rural Health Unit,8912,Government,Sitio Kabatuhan,0,Hen. T. De Leon,0,120.9923524,14.6862878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Carlos Clinic,Hospital,9011,Private,85 Palasan Street,0,Palasan,0,120.9489091,14.7021317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Cembo Health Center,Rural Health Unit,9050,Government,Banaba Street,0,Cembo,+63 026596152,121.0522035,14.5638623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Deparo Health Center,Rural Health Unit,9360,Government,Deparo Road,0,Barangay 168,+63 024895011,121.0260887,14.7398933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
